dataset_name,file_path,sentiment_value,emotional_category,speaker_id,gender,duration,duration_trimmed,split,renamed_file_path
CREMA-D,./dataset/CREMA-D/1031_TSI_DIS_XX.wav,-1,Disgust,1031,Male,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1031_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1084_IEO_FEA_MD.wav,-1,Fear,1084,Female,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1084_IEO_FEA_MD_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1024_TSI_DIS_XX.wav,-1,Disgust,1024,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1024_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1091_IEO_FEA_MD.wav,-1,Fear,1091,Female,2.67,2.67,test,./dataset/splitted/test/CREMA-D_1091_IEO_FEA_MD_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1048_IOM_SAD_XX.wav,-1,Sadness,1048,Male,1.94,1.94,train,./dataset/splitted/train/CREMA-D_1048_IOM_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1080_IEO_FEA_HI.wav,-1,Fear,1080,Male,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1080_IEO_FEA_HI_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1015_TAI_DIS_XX.wav,-1,Disgust,1015,Male,3.04,3.04,train,./dataset/splitted/train/CREMA-D_1015_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1078_IEO_ANG_MD.wav,-1,Anger,1078,Female,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1078_IEO_ANG_MD_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1039_IWL_ANG_XX.wav,-1,Anger,1039,Male,3.2,3.2,train,./dataset/splitted/train/CREMA-D_1039_IWL_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1071_ITS_FEA_XX.wav,-1,Fear,1071,Male,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1071_ITS_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1064_ITS_FEA_XX.wav,-1,Fear,1064,Male,2.24,2.24,train,./dataset/splitted/train/CREMA-D_1064_ITS_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1050_ITS_HAP_XX.wav,1,Happiness,1050,Male,3.2,3.2,test,./dataset/splitted/test/CREMA-D_1050_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1045_ITS_HAP_XX.wav,1,Happiness,1045,Male,2.37,2.37,train,./dataset/splitted/train/CREMA-D_1045_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1069_IEO_ANG_HI.wav,-1,Anger,1069,Male,1.84,1.84,train,./dataset/splitted/train/CREMA-D_1069_IEO_ANG_HI_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1060_MTI_DIS_XX.wav,-1,Disgust,1060,Female,3.1,3.1,train,./dataset/splitted/train/CREMA-D_1060_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1075_MTI_DIS_XX.wav,-1,Disgust,1075,Female,2.8,2.8,train,./dataset/splitted/train/CREMA-D_1075_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1076_ITS_SAD_XX.wav,-1,Sadness,1076,Female,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1076_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1038_TAI_NEU_XX.wav,0,Neutrality,1038,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1038_TAI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1063_ITS_SAD_XX.wav,-1,Sadness,1063,Female,1.67,1.67,train,./dataset/splitted/train/CREMA-D_1063_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1009_TSI_NEU_XX.wav,0,Neutrality,1009,Female,2.44,2.44,test,./dataset/splitted/test/CREMA-D_1009_TSI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1047_IOM_DIS_XX.wav,-1,Disgust,1047,Female,1.97,1.97,train,./dataset/splitted/train/CREMA-D_1047_IOM_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1052_IOM_DIS_XX.wav,-1,Disgust,1052,Female,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1052_IOM_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1054_ITS_NEU_XX.wav,0,Neutrality,1054,Female,2.27,2.27,train,./dataset/splitted/train/CREMA-D_1054_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1041_ITS_NEU_XX.wav,0,Neutrality,1041,Male,2.17,2.17,test,./dataset/splitted/test/CREMA-D_1041_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1016_ITS_ANG_XX.wav,-1,Anger,1016,Male,2.4,2.4,train,./dataset/splitted/train/CREMA-D_1016_ITS_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1003_ITS_ANG_XX.wav,-1,Anger,1003,Female,3.74,3.74,train,./dataset/splitted/train/CREMA-D_1003_ITS_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1029_TAI_HAP_XX.wav,1,Happiness,1029,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1029_TAI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1081_MTI_ANG_XX.wav,-1,Anger,1081,Male,2.37,2.37,test,./dataset/splitted/test/CREMA-D_1081_MTI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1018_IEO_SAD_MD.wav,-1,Sadness,1018,Male,2.97,2.97,train,./dataset/splitted/train/CREMA-D_1018_IEO_SAD_MD_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1008_TAI_FEA_XX.wav,-1,Fear,1008,Female,3.47,3.47,train,./dataset/splitted/train/CREMA-D_1008_TAI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1059_IWL_SAD_XX.wav,-1,Sadness,1059,Male,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1059_IWL_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1088_IEO_DIS_HI.wav,-1,Disgust,1088,Male,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1088_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1018_TSI_HAP_XX.wav,1,Happiness,1018,Male,1.5,1.5,train,./dataset/splitted/train/CREMA-D_1018_TSI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1009_IEO_SAD_HI.wav,-1,Sadness,1009,Female,3.74,3.74,test,./dataset/splitted/test/CREMA-D_1009_IEO_SAD_HI_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1039_TSI_FEA_XX.wav,-1,Fear,1039,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1039_TSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1068_DFA_FEA_XX.wav,-1,Fear,1068,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1068_DFA_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1049_DFA_HAP_XX.wav,1,Happiness,1049,Female,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1049_DFA_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1078_ITH_DIS_XX.wav,-1,Disgust,1078,Female,2.57,2.57,train,./dataset/splitted/train/CREMA-D_1078_ITH_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1058_WSI_NEU_XX.wav,0,Neutrality,1058,Female,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1058_WSI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1057_IWW_DIS_XX.wav,-1,Disgust,1057,Male,2.27,2.27,test,./dataset/splitted/test/CREMA-D_1057_IWW_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1042_IWW_DIS_XX.wav,-1,Disgust,1042,Male,2.1,2.1,train,./dataset/splitted/train/CREMA-D_1042_IWW_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1058_DFA_NEU_XX.wav,0,Neutrality,1058,Female,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1058_DFA_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1039_IEO_FEA_LO.wav,-1,Fear,1039,Male,1.77,1.77,train,./dataset/splitted/train/CREMA-D_1039_IEO_FEA_LO_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1018_IEO_HAP_LO.wav,1,Happiness,1018,Male,1.8,1.8,train,./dataset/splitted/train/CREMA-D_1018_IEO_HAP_LO_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1068_WSI_FEA_XX.wav,-1,Fear,1068,Male,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1068_WSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1049_WSI_HAP_XX.wav,1,Happiness,1049,Female,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1049_WSI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1015_IEO_NEU_XX.wav,0,Neutrality,1015,Male,2.14,2.14,train,./dataset/splitted/train/CREMA-D_1015_IEO_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1013_ITH_SAD_XX.wav,-1,Sadness,1013,Female,2.47,2.47,train,./dataset/splitted/train/CREMA-D_1013_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1006_ITH_SAD_XX.wav,-1,Sadness,1006,Female,3.7,3.7,train,./dataset/splitted/train/CREMA-D_1006_ITH_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1082_DFA_FEA_XX.wav,-1,Fear,1082,Female,2.0,2.0,train,./dataset/splitted/train/CREMA-D_1082_DFA_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1087_ITH_DIS_XX.wav,-1,Disgust,1087,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1087_ITH_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1014_ITH_FEA_XX.wav,-1,Fear,1014,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1014_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1001_ITH_FEA_XX.wav,-1,Fear,1001,Male,2.1,2.1,train,./dataset/splitted/train/CREMA-D_1001_ITH_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1004_DFA_DIS_XX.wav,-1,Disgust,1004,Female,2.9,2.9,test,./dataset/splitted/test/CREMA-D_1004_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1035_ITH_HAP_XX.wav,1,Happiness,1035,Male,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1035_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1020_ITH_HAP_XX.wav,1,Happiness,1020,Female,2.5,2.5,train,./dataset/splitted/train/CREMA-D_1020_ITH_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1011_DFA_DIS_XX.wav,-1,Disgust,1011,Male,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1011_DFA_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1049_IWW_ANG_XX.wav,-1,Anger,1049,Female,2.27,2.27,train,./dataset/splitted/train/CREMA-D_1049_IWW_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1060_TIE_ANG_XX.wav,-1,Anger,1060,Female,2.97,2.97,train,./dataset/splitted/train/CREMA-D_1060_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1075_TIE_ANG_XX.wav,-1,Anger,1075,Female,3.3,3.3,train,./dataset/splitted/train/CREMA-D_1075_TIE_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1022_TIE_NEU_XX.wav,0,Neutrality,1022,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1022_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1085_DFA_SAD_XX.wav,-1,Sadness,1085,Male,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1085_DFA_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1090_DFA_SAD_XX.wav,-1,Sadness,1090,Male,1.87,1.87,train,./dataset/splitted/train/CREMA-D_1090_DFA_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1037_TIE_NEU_XX.wav,0,Neutrality,1037,Female,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1037_TIE_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1090_WSI_SAD_XX.wav,-1,Sadness,1090,Male,3.17,3.17,train,./dataset/splitted/train/CREMA-D_1090_WSI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1081_TIE_DIS_XX.wav,-1,Disgust,1081,Male,3.14,3.14,test,./dataset/splitted/test/CREMA-D_1081_TIE_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1085_WSI_SAD_XX.wav,-1,Sadness,1085,Male,3.5,3.5,train,./dataset/splitted/train/CREMA-D_1085_WSI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1029_IWW_SAD_XX.wav,-1,Sadness,1029,Female,2.37,2.37,train,./dataset/splitted/train/CREMA-D_1029_IWW_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1011_WSI_DIS_XX.wav,-1,Disgust,1011,Male,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1011_WSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1015_TIE_SAD_XX.wav,-1,Sadness,1015,Male,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1015_TIE_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1004_WSI_DIS_XX.wav,-1,Disgust,1004,Female,3.5,3.5,test,./dataset/splitted/test/CREMA-D_1004_WSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1073_ITH_ANG_XX.wav,-1,Anger,1073,Female,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1073_ITH_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1066_ITH_ANG_XX.wav,-1,Anger,1066,Male,2.3,2.3,train,./dataset/splitted/train/CREMA-D_1066_ITH_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1055_IEO_DIS_LO.wav,-1,Disgust,1055,Female,2.1,2.1,train,./dataset/splitted/train/CREMA-D_1055_IEO_DIS_LO_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1040_IEO_DIS_LO.wav,-1,Disgust,1040,Male,1.87,1.87,train,./dataset/splitted/train/CREMA-D_1040_IEO_DIS_LO_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1082_WSI_FEA_XX.wav,-1,Fear,1082,Female,2.14,2.14,train,./dataset/splitted/train/CREMA-D_1082_WSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1031_ITH_NEU_XX.wav,0,Neutrality,1031,Male,2.67,2.67,train,./dataset/splitted/train/CREMA-D_1031_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1024_ITH_NEU_XX.wav,0,Neutrality,1024,Female,2.37,2.37,train,./dataset/splitted/train/CREMA-D_1024_ITH_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1026_TIE_HAP_XX.wav,1,Happiness,1026,Male,3.64,3.64,train,./dataset/splitted/train/CREMA-D_1026_TIE_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1033_TIE_HAP_XX.wav,1,Happiness,1033,Male,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1033_TIE_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1007_TIE_FEA_XX.wav,-1,Fear,1007,Male,3.3,3.3,train,./dataset/splitted/train/CREMA-D_1007_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1012_TIE_FEA_XX.wav,-1,Fear,1012,Female,2.67,2.67,train,./dataset/splitted/train/CREMA-D_1012_TIE_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1091_IWL_NEU_XX.wav,0,Neutrality,1091,Female,2.34,2.34,test,./dataset/splitted/test/CREMA-D_1091_IWL_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1084_IWL_NEU_XX.wav,0,Neutrality,1084,Female,2.4,2.4,train,./dataset/splitted/train/CREMA-D_1084_IWL_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1087_IEO_ANG_MD.wav,-1,Anger,1087,Male,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1087_IEO_ANG_MD_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1083_IEO_ANG_HI.wav,-1,Anger,1083,Male,3.97,3.97,train,./dataset/splitted/train/CREMA-D_1083_IEO_ANG_HI_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1019_MTI_FEA_XX.wav,-1,Fear,1019,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1019_MTI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1085_TAI_ANG_XX.wav,-1,Anger,1085,Male,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1085_TAI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1038_MTI_HAP_XX.wav,1,Happiness,1038,Male,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1038_MTI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1090_TAI_ANG_XX.wav,-1,Anger,1090,Male,3.47,3.47,train,./dataset/splitted/train/CREMA-D_1090_TAI_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1089_ITS_SAD_XX.wav,-1,Sadness,1089,Female,2.77,2.77,train,./dataset/splitted/train/CREMA-D_1089_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1008_ITS_DIS_XX.wav,-1,Disgust,1008,Female,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1008_ITS_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1059_IOM_ANG_XX.wav,-1,Anger,1059,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1059_IOM_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1055_TSI_DIS_XX.wav,-1,Disgust,1055,Female,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1055_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1040_TSI_DIS_XX.wav,-1,Disgust,1040,Male,2.87,2.87,train,./dataset/splitted/train/CREMA-D_1040_TSI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1080_IWL_HAP_XX.wav,1,Happiness,1080,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1080_IWL_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1064_TAI_DIS_XX.wav,-1,Disgust,1064,Male,4.74,4.74,train,./dataset/splitted/train/CREMA-D_1064_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1071_TAI_DIS_XX.wav,-1,Disgust,1071,Male,3.54,3.54,train,./dataset/splitted/train/CREMA-D_1071_TAI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1039_IOM_SAD_XX.wav,-1,Sadness,1039,Male,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1039_IOM_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1077_IEO_DIS_HI.wav,-1,Disgust,1077,Male,2.27,2.27,train,./dataset/splitted/train/CREMA-D_1077_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1062_IEO_DIS_HI.wav,-1,Disgust,1062,Male,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1062_IEO_DIS_HI_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1029_MTI_NEU_XX.wav,0,Neutrality,1029,Female,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1029_MTI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1032_IWL_DIS_XX.wav,-1,Disgust,1032,Male,3.5,3.5,train,./dataset/splitted/train/CREMA-D_1032_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1027_IWL_DIS_XX.wav,-1,Disgust,1027,Male,2.4,2.4,train,./dataset/splitted/train/CREMA-D_1027_IWL_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1066_IEO_DIS_MD.wav,-1,Disgust,1066,Male,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1066_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1073_IEO_DIS_MD.wav,-1,Disgust,1073,Female,2.6,2.6,train,./dataset/splitted/train/CREMA-D_1073_IEO_DIS_MD_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1049_TAI_NEU_XX.wav,0,Neutrality,1049,Female,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1049_TAI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1012_ITS_SAD_XX.wav,-1,Sadness,1012,Female,3.1,3.1,train,./dataset/splitted/train/CREMA-D_1012_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1007_ITS_SAD_XX.wav,-1,Sadness,1007,Male,3.64,3.64,train,./dataset/splitted/train/CREMA-D_1007_ITS_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1082_MTI_FEA_XX.wav,-1,Fear,1082,Female,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1082_MTI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1086_ITS_DIS_XX.wav,-1,Disgust,1086,Male,2.17,2.17,train,./dataset/splitted/train/CREMA-D_1086_ITS_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1080_IOM_NEU_XX.wav,0,Neutrality,1080,Male,3.07,3.07,train,./dataset/splitted/train/CREMA-D_1080_IOM_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1078_TSI_NEU_XX.wav,0,Neutrality,1078,Female,2.04,2.04,train,./dataset/splitted/train/CREMA-D_1078_TSI_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1048_IWL_ANG_XX.wav,-1,Anger,1048,Male,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1048_IWL_ANG_XX_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1085_MTI_SAD_XX.wav,-1,Sadness,1085,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1085_MTI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1009_IEO_ANG_MD.wav,-1,Anger,1009,Female,2.34,2.34,test,./dataset/splitted/test/CREMA-D_1009_IEO_ANG_MD_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1090_MTI_SAD_XX.wav,-1,Sadness,1090,Male,2.74,2.74,train,./dataset/splitted/train/CREMA-D_1090_MTI_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1034_ITS_HAP_XX.wav,1,Happiness,1034,Male,2.67,2.67,train,./dataset/splitted/train/CREMA-D_1034_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1021_ITS_HAP_XX.wav,1,Happiness,1021,Female,2.7,2.7,train,./dataset/splitted/train/CREMA-D_1021_ITS_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1015_ITS_FEA_XX.wav,-1,Fear,1015,Male,1.67,1.67,train,./dataset/splitted/train/CREMA-D_1015_ITS_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1004_MTI_DIS_XX.wav,-1,Disgust,1004,Female,3.64,3.64,test,./dataset/splitted/test/CREMA-D_1004_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1011_MTI_DIS_XX.wav,-1,Disgust,1011,Male,2.84,2.84,train,./dataset/splitted/train/CREMA-D_1011_MTI_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1018_IEO_ANG_HI.wav,-1,Anger,1018,Male,2.7,2.7,train,./dataset/splitted/train/CREMA-D_1018_IEO_ANG_HI_Anger_-1.wav
CREMA-D,./dataset/CREMA-D/1079_TAI_FEA_XX.wav,-1,Fear,1079,Female,2.2,2.2,train,./dataset/splitted/train/CREMA-D_1079_TAI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1028_IWL_SAD_XX.wav,-1,Sadness,1028,Female,3.0,3.0,train,./dataset/splitted/train/CREMA-D_1028_IWL_SAD_XX_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1069_IEO_SAD_MD.wav,-1,Sadness,1069,Male,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1069_IEO_SAD_MD_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1058_TAI_HAP_XX.wav,1,Happiness,1058,Female,2.44,2.44,train,./dataset/splitted/train/CREMA-D_1058_TAI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1048_TSI_FEA_XX.wav,-1,Fear,1048,Male,2.54,2.54,train,./dataset/splitted/train/CREMA-D_1048_TSI_FEA_XX_Fear_-1.wav
CREMA-D,./dataset/CREMA-D/1084_IOM_HAP_XX.wav,1,Happiness,1084,Female,2.14,2.14,train,./dataset/splitted/train/CREMA-D_1084_IOM_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1078_IEO_SAD_HI.wav,-1,Sadness,1078,Female,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1078_IEO_SAD_HI_Sadness_-1.wav
CREMA-D,./dataset/CREMA-D/1091_IOM_HAP_XX.wav,1,Happiness,1091,Female,2.5,2.5,test,./dataset/splitted/test/CREMA-D_1091_IOM_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1069_TSI_HAP_XX.wav,1,Happiness,1069,Male,1.9,1.9,train,./dataset/splitted/train/CREMA-D_1069_TSI_HAP_XX_Happiness_1.wav
CREMA-D,./dataset/CREMA-D/1030_ITS_NEU_XX.wav,0,Neutrality,1030,Female,2.34,2.34,train,./dataset/splitted/train/CREMA-D_1030_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1025_ITS_NEU_XX.wav,0,Neutrality,1025,Female,2.64,2.64,train,./dataset/splitted/train/CREMA-D_1025_ITS_NEU_XX_Neutrality_0.wav
CREMA-D,./dataset/CREMA-D/1023_IOM_DIS_XX.wav,-1,Disgust,1023,Male,2.28,2.28,train,./dataset/splitted/train/CREMA-D_1023_IOM_DIS_XX_Disgust_-1.wav
CREMA-D,./dataset/CREMA-D/1036_IOM_DIS_XX.wav,-1,Disgust,1036,Male,3.14,3.14,train,./dataset/splitted/train/CREMA-D_1036_IOM_DIS_XX_Disgust_-1.wav
